verdict	convention	pattern	dyn_uses	class	java_kind	concrete_impls	why	sample_sites
blocked	ENUM	P5	2	Factory	interface	6	decided ENUM, but the enum for `Factory` does not exist yet -- `dyn Factory` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/cache/mod.rs:95 ghidra-rs/src/feature/fid/service/fid_hasher_factory.rs:481
ok		P5	2	QCallback	interface	11	interface with 11 concrete implementers -- dyn is correct	ghidra-rs/src/generic/concurrent/concurrent_q.rs:14 ghidra-rs/src/generic/concurrent/concurrent_q.rs:32
blocked	ENUM	P3	2	ValueSortedMapEntryList	interface	2	decided ENUM, but the enum for `ValueSortedMapEntryList` does not exist yet -- `dyn ValueSortedMapEntryList` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/util/datastruct/value_sorted_map.rs:83 ghidra-rs/src/generic/util/datastruct/value_sorted_map.rs:408
blocked	ENUM	P3	2	ValueSortedMapKeyList	interface	2	decided ENUM, but the enum for `ValueSortedMapKeyList` does not exist yet -- `dyn ValueSortedMapKeyList` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/util/datastruct/value_sorted_map.rs:119 ghidra-rs/src/generic/util/datastruct/value_sorted_map.rs:476
blocked	ARENA	P1	2	ProjectDataTypeManager	class	0	decided ARENA, but the arena for `ProjectDataTypeManager` does not exist yet -- `dyn ProjectDataTypeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/data_type_archive_db.rs:36 ghidra-rs/src/program/database/data_type_archive_db.rs:325
blocked	ARENA	P1	2	EquateManager	class	0	decided ARENA, but the arena for `EquateManager` does not exist yet -- `dyn EquateManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/symbol/equate_manager.rs:517 ghidra-rs/src/program/database/symbol/equate_manager.rs:541
blocked	ARENA	P5	2	PropertyMapDB	class	6	decided ARENA, but the arena for `PropertyMapDB` does not exist yet -- `dyn PropertyMapDB` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/properties/property_map_db.rs:155 ghidra-rs/src/program/database/properties/property_map_db.rs:415
blocked	ENUM	P3	2	DisassemblerContextAdapter	interface	3	decided ENUM, but the enum for `DisassemblerContextAdapter` does not exist yet -- `dyn DisassemblerContextAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/model/lang/disassembler_context_adapter.rs:231 ghidra-rs/src/program/model/lang/disassembler_context_adapter.rs:244
ok		P4	2	BuiltInDataType	interface	135	extension point -- dyn is correct	ghidra-rs/src/program/model/data/built_in.rs:619 ghidra-rs/src/program/model/data/built_in_data_type.rs:71
ok		P5	2	StructureInternal	interface	4	interface with 4 concrete implementers -- dyn is correct	ghidra-rs/src/program/model/data/structure_internal.rs:26 ghidra-rs/src/program/model/data/aligned_structure_packer.rs:99
ok		P4	2	AnnotationHandler	interface	1	extension point -- dyn is correct	ghidra-rs/src/program/model/data/annotation_handler.rs:153 ghidra-rs/src/program/model/data/default_annotation_handler.rs:117
ok		P5	2	DataTypeImpl	class	167	interface with 167 concrete implementers -- dyn is correct	ghidra-rs/src/program/model/data/data_type_impl.rs:181 ghidra-rs/src/program/model/data/data_type_impl.rs:472
ok		P5	2	PropertySet	interface	13	interface with 13 concrete implementers -- dyn is correct	ghidra-rs/src/program/model/util/property_set.rs:213 ghidra-rs/src/program/model/util/property_set.rs:258
unknown		P0	2	LanguageTranslatorFactoryMinion	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/program/util/language_translator_factory_minion.rs:124 ghidra-rs/src/program/util/language_translator_factory_minion.rs:138
blocked		P2s	2	DisassemblerConflictHandler	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/disassemble/disassembler_conflict_handler.rs:40 ghidra-rs/src/program/disassemble/disassembler_conflict_handler.rs:49
blocked		P2s	2	ChangeAggregator	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/util/datastruct/observable_collection.rs:34 ghidra-rs/src/util/datastruct/observable_collection.rs:85
unknown		P0	2	ListenerErrorHandlerFactory	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/util/datastruct/data_structure_error_handler_factory.rs:5 ghidra-rs/src/util/datastruct/data_structure_error_handler_factory.rs:7
ok		P4	2	ExtensionPoint	interface	1143	extension point -- dyn is correct	ghidra-rs/src/util/classfinder/extension_point.rs:33 ghidra-rs/src/feature/bsim/query/b_sim_initializer.rs:39
blocked	ENUM	P3	2	ValueMap	class	2	decided ENUM, but the enum for `ValueMap` does not exist yet -- `dyn ValueMap` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/util/map/value_map.rs:655 ghidra-rs/src/util/map/value_map.rs:776
unknown		P0	2	DerivedStreamProducer	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/filesystem/gfilesystem/file_system_service.rs:124 ghidra-rs/src/filesystem/gfilesystem/file_system_service.rs:447
unknown		P0	2	DerivedStreamPushProducer	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/filesystem/gfilesystem/file_system_service.rs:136 ghidra-rs/src/filesystem/gfilesystem/file_system_service.rs:471
blocked	STRUCT	P2s	2	PcodeDebuggerMemoryAccess	interface	1	decided STRUCT, but `DefaultPcodeDebuggerMemoryAccess` is not ported yet -- `dyn PcodeDebuggerMemoryAccess` is the correct seam until it is	ghidra-rs/src/debug/api/emulation/pcode_debugger_access.rs:21 ghidra-rs/src/debug/api/emulation/pcode_debugger_access.rs:215
ok	ACCEPT	P2s	2	JdiEventsListener	interface	1	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/debug/dbg/jdi/manager/jdi_events_listener.rs:543 ghidra-rs/src/debug/dbg/jdi/manager/jdi_events_listener_adapter.rs:444
blocked		P2s	2	CoalescedTx	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/app/plugin/core/debug/utils/transaction_coalescer.rs:33 ghidra-rs/src/app/plugin/core/debug/utils/transaction_coalescer.rs:70
blocked	ENUM	P3	2	AbstractAssemblyGrammar	class	2	decided ENUM, but the enum for `AbstractAssemblyGrammar` does not exist yet -- `dyn AbstractAssemblyGrammar` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/app/plugin/assembler/sleigh/grammars/abstract_assembly_grammar.rs:172 ghidra-rs/src/app/plugin/assembler/sleigh/grammars/abstract_assembly_grammar.rs:561
ok		P5	2	StructConverter	interface	779	interface with 779 concrete implementers -- dyn is correct	ghidra-rs/src/app/util/bin/struct_converter.rs:77 ghidra-rs/src/file/formats/android/fbpk/fbpk_entry.rs:44
ok		P5	2	Layout	interface	17	interface with 17 concrete implementers -- dyn is correct	ghidra-rs/src/app/util/viewer/listingpanel/listing_model.rs:84 ghidra-rs/src/app/util/viewer/listingpanel/listing_model.rs:255
ok	ACCEPT	P5	2	FieldMouseHandler	interface	16	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/app/services/field_mouse_handler_service.rs:10 ghidra-rs/src/app/services/field_mouse_handler_service.rs:50
unknown		P0	2	VtOutput	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/app/services/terminal_service.rs:44 ghidra-rs/src/app/services/terminal_service.rs:160
blocked	STRUCT	P2s	2	MonitorReceiver	interface	1	decided STRUCT, but `DefaultMonitorReceiver` is not ported yet -- `dyn MonitorReceiver` is the correct seam until it is	ghidra-rs/src/app/services/progress_service.rs:43 ghidra-rs/src/app/services/progress_service.rs:189
ok	ACCEPT	P3	2	DataService	interface	2	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/app/services/data_service.rs:115 ghidra-rs/src/app/services/data_service.rs:120
blocked	STRUCT	P2s	2	ModuleMapEntry	interface	1	decided STRUCT, but `DefaultModuleMapEntry` is not ported yet -- `dyn ModuleMapEntry` is the correct seam until it is	ghidra-rs/src/app/services/debugger_static_mapping_service.rs:151 ghidra-rs/src/app/services/debugger_static_mapping_service.rs:1122
blocked	STRUCT	P2s	2	SectionMapEntry	interface	1	decided STRUCT, but `DefaultSectionMapEntry` is not ported yet -- `dyn SectionMapEntry` is the correct seam until it is	ghidra-rs/src/app/services/debugger_static_mapping_service.rs:165 ghidra-rs/src/app/services/debugger_static_mapping_service.rs:1131
blocked	STRUCT	P2s	2	RegionMapEntry	interface	1	decided STRUCT, but `DefaultRegionMapEntry` is not ported yet -- `dyn RegionMapEntry` is the correct seam until it is	ghidra-rs/src/app/services/debugger_static_mapping_service.rs:179 ghidra-rs/src/app/services/debugger_static_mapping_service.rs:1140
blocked	STRUCT	P2s	2	AutoReadMemorySpec	interface	1	decided STRUCT, but `BasicAutoReadMemorySpec` is not ported yet -- `dyn AutoReadMemorySpec` is the correct seam until it is	ghidra-rs/src/app/services/debugger_listing_service.rs:60 ghidra-rs/src/app/services/debugger_listing_service.rs:211
unknown		P0	2	EmulatorLoadData	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/app/emulator/emulator_configuration.rs:21 ghidra-rs/src/app/emulator/emulator_configuration.rs:446
blocked	STRUCT	P2s	2	MemoryAccessFilter	class	1	decided STRUCT, but `MemoryWriteTracker` is not ported yet -- `dyn MemoryAccessFilter` is the correct seam until it is	ghidra-rs/src/app/emulator/emulator.rs:107 ghidra-rs/src/app/emulator/emulator.rs:419
ok		P5	2	RestrictedAddressSetContext	interface	4	interface with 4 concrete implementers -- dyn is correct	ghidra-rs/src/app/context/restricted_address_set_context.rs:21 ghidra-rs/src/app/context/restricted_address_set_context.rs:29
blocked	ARENA	P1	2	DBTraceAddressSnapRangePropertyMapSpace	class	0	decided ARENA, but the arena for `DBTraceAddressSnapRangePropertyMapSpace` does not exist yet -- `dyn DBTraceAddressSnapRangePropertyMapSpace` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:54 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:150
blocked	STRUCT	P2s	2	Painter	interface	1	decided STRUCT, but `MyPainter` is not ported yet -- `dyn Painter` is the correct seam until it is	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:58 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:156
blocked	ARENA	P3	2	DBTreeNodeRecord	class	2	decided ARENA, but the arena for `DBTreeNodeRecord` does not exist yet -- `dyn DBTreeNodeRecord` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:69 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:176
blocked	ARENA	P5	2	DBTreeRecord	class	20	decided ARENA, but the arena for `DBTreeRecord` does not exist yet -- `dyn DBTreeRecord` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:69 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map_tree.rs:177
blocked	ARENA	P3	2	AbstractDBTraceCodeUnit	class	2	decided ARENA, but the arena for `AbstractDBTraceCodeUnit` does not exist yet -- `dyn AbstractDBTraceCodeUnit` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/listing/abstract_db_trace_code_unit.rs:308 ghidra-rs/src/trace/database/listing/abstract_db_trace_code_unit.rs:312
blocked	ARENA	P1	2	DBTraceCodeManager	class	0	decided ARENA, but the arena for `DBTraceCodeManager` does not exist yet -- `dyn DBTraceCodeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/listing/abstract_base_db_trace_code_units_memory_view.rs:53 ghidra-rs/src/trace/database/listing/abstract_base_db_trace_code_units_memory_view.rs:793
blocked	ARENA	P3	2	AbstractBaseDBTraceDefinedUnitsView	class	2	decided ARENA, but the arena for `AbstractBaseDBTraceDefinedUnitsView` does not exist yet -- `dyn AbstractBaseDBTraceDefinedUnitsView` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/listing/db_trace_defined_units_view.rs:53 ghidra-rs/src/trace/database/listing/db_trace_defined_units_view.rs:288
blocked	ARENA	P1	2	DBTraceMemoryManager	class	0	decided ARENA, but the arena for `DBTraceMemoryManager` does not exist yet -- `dyn DBTraceMemoryManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:35 ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:1028
blocked	ARENA	P1	2	DBTraceRegisterContextManager	class	0	decided ARENA, but the arena for `DBTraceRegisterContextManager` does not exist yet -- `dyn DBTraceRegisterContextManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/trace/database/context/db_trace_register_context_manager.rs:45 ghidra-rs/src/trace/database/context/db_trace_register_context_manager.rs:853
blocked	STRUCT	P2s	2	EuclideanSpace2D	interface	1	decided STRUCT, but `TraceAddressSnapSpace` is not ported yet -- `dyn EuclideanSpace2D` is the correct seam until it is	ghidra-rs/src/trace/model/immutable_trace_address_snap_range.rs:32 ghidra-rs/src/trace/model/immutable_trace_address_snap_range.rs:218
blocked		P2s	2	TraceRegister	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/trace/model/memory/trace_register.rs:176 ghidra-rs/src/trace/model/memory/trace_register.rs:215
blocked	STRUCT	P2s	2	TraceBookmarkType	interface	1	decided STRUCT, but `DBTraceBookmarkType` is not ported yet -- `dyn TraceBookmarkType` is the correct seam until it is	ghidra-rs/src/trace/model/bookmark/trace_bookmark.rs:39 ghidra-rs/src/trace/model/bookmark/trace_bookmark.rs:364
ok		P5	2	TraceBaseCodeUnitsView	interface	12	interface with 12 concrete implementers -- dyn is correct	ghidra-rs/src/trace/model/listing/internal_base_code_units_view.rs:201 ghidra-rs/src/trace/model/listing/trace_base_code_units_view.rs:675
parked	PARK	P5	2	ToggleDockingActionIf	interface	39	decided PARK: parked: no convention decided, and re-asking is not wanted	ghidra-rs/src/docking/action/toggle_docking_action_if.rs:218 ghidra-rs/src/docking/action/toggle_docking_action_if.rs:228
blocked		P2s	2	SubScope	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/pcode/emu/jit/gen/util/sub_scope.rs:37 ghidra-rs/src/pcode/emu/jit/gen/util/root_scope.rs:69
ok		P5	2	JitVar	interface	6	interface with 6 concrete implementers -- dyn is correct	ghidra-rs/src/pcode/emu/jit/analysis/jit_op_visitor.rs:109 ghidra-rs/src/pcode/emu/jit/analysis/jit_op_visitor.rs:271
blocked	STRUCT	P2s	2	DecompileFunctionTask	interface	1	decided STRUCT, but `SignatureTask` is not ported yet -- `dyn DecompileFunctionTask` is the correct seam until it is	ghidra-rs/src/feature/bsim/query/decompile_function_task.rs:27 ghidra-rs/src/feature/bsim/query/decompile_function_task.rs:75
blocked		P2s	2	VTMatchTagDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/feature/vt/api/main/db/vt_match_tag_db_adapter.rs:97 ghidra-rs/src/feature/vt/api/main/db/vt_match_tag_db_adapter.rs:109
blocked		P2s	2	VTMatchSetTableDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/feature/vt/api/main/db/vt_match_set_table_db_adapter.rs:134 ghidra-rs/src/feature/vt/api/main/db/vt_match_set_table_db_adapter.rs:147
blocked		P2s	2	VTAddressCorrelatorAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/feature/vt/api/main/db/vt_address_correlator_adapter.rs:152 ghidra-rs/src/feature/vt/api/main/db/vt_address_correlator_adapter.rs:162
blocked		P2s	2	VTMatchTableDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/feature/vt/api/main/db/vt_match_table_db_adapter.rs:161 ghidra-rs/src/feature/vt/api/main/db/vt_match_table_db_adapter.rs:178
ok		P5	2	CoffSymbolAux	interface	10	interface with 10 concrete implementers -- dyn is correct	ghidra-rs/src/format/coff/coff_symbol_aux.rs:28 ghidra-rs/src/format/coff/coff_symbol_aux.rs:33
parked	PARK	P1	2	SymbolParser	class	0	decided PARK: parked: no convention decided, and re-asking is not wanted	ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:41 ghidra-rs/src/format/pdb2/pdbreader/symbol_records.rs:451
blocked	ENUM	P3	2	DataHighLevelShaderLanguageSymbolInternals	class	2	decided ENUM, but the enum for `DataHighLevelShaderLanguageSymbolInternals` does not exist yet -- `dyn DataHighLevelShaderLanguageSymbolInternals` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/format/pdb2/pdbreader/symbol/data_high_level_shader_language_symbol_internals.rs:14 ghidra-rs/src/format/pdb2/pdbreader/symbol/data_high_level_shader_language_symbol_internals.rs:341
blocked		P2s	2	VisualGraphContextMarker	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/graph/graph_mvc_test.rs:178 ghidra-rs/src/graph/viewer/actions/visual_graph_context_marker.rs:18
unknown		P0	2	GEdgeWeightMetric	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/graph/g_edge_weight_metric.rs:172 ghidra-rs/src/graph/g_edge_weight_metric.rs:179
blocked	ENUM	P5	2	AuthenticationModule	interface	4	decided ENUM, but the enum for `AuthenticationModule` does not exist yet -- `dyn AuthenticationModule` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/server/security/authentication_module.rs:256 ghidra-rs/src/server/security/authentication_module.rs:269
blocked	ENUM	P3	2	PtyParent	interface	2	decided ENUM, but the enum for `PtyParent` does not exist yet -- `dyn PtyParent` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/pty/pty.rs:37 ghidra-rs/src/pty/pty.rs:129
blocked	ENUM	P3	2	PtyChild	interface	2	decided ENUM, but the enum for `PtyChild` does not exist yet -- `dyn PtyChild` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/pty/pty.rs:46 ghidra-rs/src/pty/pty.rs:133
unknown		P0	2	ErrorWarningReporter	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/decompiler/slgh_compile/error_warning_reporter.rs:38 ghidra-rs/src/decompiler/slgh_compile/error_warning_reporter.rs:45
ok	ACCEPT	P3	2	BasicSpaceProvider	interface	2	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/decompiler/translate/basic_space_provider.rs:34 ghidra-rs/src/decompiler/translate/basic_space_provider.rs:41
ok		P5	1	RecordTranslator	interface	16	interface with 16 concrete implementers -- dyn is correct	ghidra-rs/src/framework/db/record_translator.rs:39
ok		P5	1	RecordNode	interface	5	interface with 5 concrete implementers -- dyn is correct	ghidra-rs/src/framework/db/record_node.rs:57
ok		P5	1	DBListener	interface	6	interface with 6 concrete implementers -- dyn is correct	ghidra-rs/src/framework/db/db_listener.rs:59
ok		P5	1	PrimitiveField	class	5	interface with 5 concrete implementers -- dyn is correct	ghidra-rs/src/framework/db/primitive_field.rs:82
ok	ACCEPT	P0	1	DBFileListener	interface	0	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/framework/db/db_file_listener.rs:62
blocked	ARENA	P3	1	BufferFileManager	interface	3	decided ARENA, but the arena for `BufferFileManager` does not exist yet -- `dyn BufferFileManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/framework/db/buffers/buffer_file_manager.rs:85
blocked	STRUCT	P2s	1	RemoteManagedBufferFileHandle	interface	1	decided STRUCT, but `RemoteManagedBufferFileImpl` is not ported yet -- `dyn RemoteManagedBufferFileHandle` is the correct seam until it is	ghidra-rs/src/framework/db/buffers/remote_managed_buffer_file_handle.rs:262
ok		P5	1	OptionsChangeListener	interface	87	interface with 87 concrete implementers -- dyn is correct	ghidra-rs/src/framework/options/options_change_listener.rs:62
ok		P5	1	WrappedOption	interface	7	interface with 7 concrete implementers -- dyn is correct	ghidra-rs/src/framework/options/wrapped_option.rs:172
unknown		P0	1	GenericStandAloneApplication	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/framework/plugintool/generic_stand_alone_application.rs:195
ok		P5	1	PluginWithTransientState	interface	5	interface with 5 concrete implementers -- dyn is correct	ghidra-rs/src/framework/plugintool/plugin_with_transient_state.rs:53
ok		P5	1	ApplicationLevelPlugin	interface	16	interface with 16 concrete implementers -- dyn is correct	ghidra-rs/src/framework/main/application_level_plugin.rs:28
ok		P5	1	ProgramaticUseOnly	interface	4	interface with 4 concrete implementers -- dyn is correct	ghidra-rs/src/framework/main/programatic_use_only.rs:25
ok		P5	1	ApplicationLevelOnlyPlugin	interface	9	interface with 9 concrete implementers -- dyn is correct	ghidra-rs/src/framework/main/application_level_only_plugin.rs:27
unknown		P0	1	XmlDataReader	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/framework/model/xml_data_reader.rs:138
blocked		P2s	1	ToolListener	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/framework/model/tool_listener.rs:55
blocked		P2s	1	LinkedDomainFile	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/framework/model/linked_domain_file.rs:47
blocked		P2s	1	AbortedTransactionListener	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/framework/model/domain_object.rs:346
blocked	STRUCT	P2s	1	RepositoryLogger	interface	1	decided STRUCT, but `Repository` is not ported yet -- `dyn RepositoryLogger` is the correct seam until it is	ghidra-rs/src/framework/store/local/local_file_system.rs:338
blocked		P2s	1	VersionedDBListener	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/framework/store/db/versioned_db_listener.rs:87
ok	ACCEPT	P0	1	ProjectDataService	interface	0	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/framework/project/project_data_service.rs:38
ok	ACCEPT	P3	1	QItemListener	interface	2	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/generic/concurrent/concurrent_q.rs:15
ok	ACCEPT	P3	1	QProgressListener	interface	3	decided ACCEPT: `dyn` IS the decided convention -- a genuine open extension point	ghidra-rs/src/generic/concurrent/concurrent_q.rs:16
blocked	ENUM	P3	1	QRunnable	interface	2	decided ENUM, but the enum for `QRunnable` does not exist yet -- `dyn QRunnable` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/concurrent/mod.rs:104
blocked	ENUM	P5	1	LesserList	interface	6	decided ENUM, but the enum for `LesserList` does not exist yet -- `dyn LesserList` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/generic/util/datastruct/value_sorted_map.rs:604
ok		P5	1	DbObject	class	83	interface with 83 concrete implementers -- dyn is correct	ghidra-rs/src/program/database/db_object.rs:354
unknown		P0	1	OverlayRegionSupplier	interface	0	interface with no concrete implementer in orig_src -- anonymous/lambda/external, unknown	ghidra-rs/src/program/database/overlay_region_supplier.rs:78
blocked	ENUM	P3	1	OverlaySpaceDBAdapter	class	2	decided ENUM, but the enum for `OverlaySpaceDBAdapter` does not exist yet -- `dyn OverlaySpaceDBAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/overlay_space_db_adapter.rs:329
blocked	ENUM	P3	1	FileBytesAdapter	class	2	decided ENUM, but the enum for `FileBytesAdapter` does not exist yet -- `dyn FileBytesAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/mem/file_bytes_adapter.rs:493
blocked	ENUM	P3	1	LabelHistoryAdapter	class	2	decided ENUM, but the enum for `LabelHistoryAdapter` does not exist yet -- `dyn LabelHistoryAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/symbol/label_history_adapter.rs:340
blocked	ENUM	P5	1	SymbolDatabaseAdapter	class	6	decided ENUM, but the enum for `SymbolDatabaseAdapter` does not exist yet -- `dyn SymbolDatabaseAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/symbol/symbol_database_adapter.rs:847
blocked		P2s	1	EquateDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/symbol/equate_db_adapter.rs:229
blocked	ENUM	P3	1	EquateRefDBAdapter	class	2	decided ENUM, but the enum for `EquateRefDBAdapter` does not exist yet -- `dyn EquateRefDBAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/symbol/equate_ref_db_adapter.rs:490
blocked		P2s	1	RecordFilter	interface	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/util/record_filter.rs:62
blocked	ENUM	P3	1	CommentsDBAdapter	class	2	decided ENUM, but the enum for `CommentsDBAdapter` does not exist yet -- `dyn CommentsDBAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/comments_db_adapter.rs:352
blocked	STRUCT	P2s	1	DataDBAdapter	class	1	decided STRUCT, but `DataDBAdapterV0` is not ported yet -- `dyn DataDBAdapter` is the correct seam until it is	ghidra-rs/src/program/database/code/data_db_adapter.rs:391
blocked	ENUM	P3	1	InstDBAdapter	class	2	decided ENUM, but the enum for `InstDBAdapter` does not exist yet -- `dyn InstDBAdapter` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/inst_db_adapter.rs:410
blocked	ARENA	P1	1	PrototypeManager	class	0	decided ARENA, but the arena for `PrototypeManager` does not exist yet -- `dyn PrototypeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/prototype_manager.rs:420
blocked	ARENA	P1	1	CodeManager	class	0	decided ARENA, but the arena for `CodeManager` does not exist yet -- `dyn CodeManager` is the correct seam until it lands; do NOT invent one here	ghidra-rs/src/program/database/code/code_manager.rs:933
blocked		P2s	1	CategoryDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/data/category_db_adapter.rs:180
blocked		P2s	1	ComponentDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/data/component_db_adapter.rs:199
parked	PARK	P3	1	DataTypeMerger	class	3	decided PARK: parked: no convention decided, and re-asking is not wanted	ghidra-rs/src/program/database/data/data_type_utilities.rs:748
blocked		P2s	1	BuiltinDBAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/data/builtin_db_adapter.rs:159
ok		P5	1	CompositeDBAdapter	class	4	interface with 4 concrete implementers -- dyn is correct	ghidra-rs/src/program/database/data/composite_db_adapter.rs:360
ok		P5	1	FunctionDefinitionDBAdapter	class	4	interface with 4 concrete implementers -- dyn is correct	ghidra-rs/src/program/database/data/function_definition_db_adapter.rs:365
blocked		P2s	1	SourceFileAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/sourcemap/source_file_adapter.rs:171
blocked		P2s	1	SourceMapAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/sourcemap/source_map_adapter.rs:243
blocked		P2s	1	FunctionTagAdapter	class	1	interface with one concrete implementer that is NOT ported yet -- a seam until it is	ghidra-rs/src/program/database/function/function_tag_adapter.rs:208
blocked	STRUCT	P2s	1	ThunkFunctionAdapter	class	1	decided STRUCT, but `ThunkFunctionAdapterV0` is not ported yet -- `dyn ThunkFunctionAdapter` is the correct seam until it is	ghidra-rs/src/program/database/function/thunk_function_adapter.rs:302
