class	kind	n_concrete	extension_point	concrete_implementers
PcodeDebuggerAccess	interface	1	0	DefaultPcodeDebuggerAccess
PcodeDebuggerDataAccess	interface	2	0	DefaultPcodeDebuggerMemoryAccess,DefaultPcodeDebuggerRegistersAccess
PcodeDebuggerMemoryAccess	interface	1	0	DefaultPcodeDebuggerMemoryAccess
PcodeDebuggerRegistersAccess	interface	1	0	DefaultPcodeDebuggerRegistersAccess
PcodeEmit	class	2	0	PcodeEmitObjects,PcodeEmitPacked
PcodeEmitContextCrossBuildTest	class	0	0	
PcodeEmitContextTest	class	0	0	
PcodeEmitObjects	class	0	0	
PcodeEmitPacked	class	0	0	
PcodeEmulationCallbacks	interface	1	0	ComposedPcodeEmulationCallbacks
PcodeEmulator	class	2	0	CSpecTestPCodeEmulator,JitPcodeEmulator
PcodeException	class	1	0	DecoderException
PcodeExecutionException	class	12	0	AccessPcodeExecutionException,ConcretionError,DecodePcodeExecutionException,EmuIOException,EmuInvalidSystemCallException,EmuProcessExitedException,EmuSystemException,EmuUnixException,InjectionErrorPcodeExecutionException,InterruptPcodeExecutionException,SuspendedPcodeExecutionException,UnknownStatePcodeExecutionException
PcodeExecutor	class	3	0	DecoderExecutor,JitDataFlowExecutor,SymPcodeExecutor
PcodeExecutorState	interface	12	0	BytesPcodeExecutorState,DefaultPcodeExecutorState,IndependentPairedPcodeExecutorState,JitDataFlowState,JitDefaultBytesPcodeExecutorState,JitThreadBytesPcodeExecutorState,PairedPcodeExecutorState,SymPcodeExecutorState,SymZ3PcodeExecutorState,SymZ3ThreadPcodeExecutorState,TaintPcodeExecutorState,ThreadPcodeExecutorState
PcodeExecutorStatePiece	interface	20	0	AddressesReadTracePcodeExecutorStatePiece,BytesPcodeExecutorState,BytesPcodeExecutorStatePiece,DefaultPcodeExecutorState,IndependentPairedPcodeExecutorState,JitBytesPcodeExecutorStatePiece,JitDataFlowState,JitDefaultBytesPcodeExecutorState,JitThreadBytesPcodeExecutorState,LocationPcodeExecutorStatePiece,PairedPcodeExecutorState,PairedPcodeExecutorStatePiece,SymPcodeExecutorState,SymZ3PcodeExecutorState,SymZ3PcodeExecutorStatePiece,SymZ3ThreadPcodeExecutorState,TaintPcodeExecutorState,TaintPcodeExecutorStatePiece,ThreadPcodeExecutorState,TraceMemoryStatePcodeExecutorStatePiece
PcodeExpression	class	0	0	
PcodeFactory	interface	3	0	HighFunction,HighParamID,PcodeSyntaxTree
PcodeFeatures	class	0	0	
PcodeFieldFactory	class	0	1	
PcodeFieldLocation	class	0	0	
PcodeFieldMouseHandler	class	0	1	
PcodeFormatter	interface	2	0	AttributedStringPcodeFormatter,StringPcodeFormatter
PcodeFrame	class	0	0	
PcodeFrameTest	class	0	0	
PcodeFrontend	class	0	0	
PcodeFunctionParser	class	0	0	
PcodeInferredTypes	class	0	0	
PcodeInjectLibrary	class	2	0	PcodeInjectLibraryDex,PcodeInjectLibraryJava
PcodeInjectLibraryDex	class	0	0	
PcodeInjectLibraryJava	class	0	0	
PcodeInterval	class	1	0	PcodeIntervalLowX86
PcodeIntervalLowX86	class	0	0	
PcodeLocation	class	0	0	
PcodeMachine	interface	6	0	CSpecTestPCodeEmulator,JitPcodeEmulator,PcodeEmulator,SymZ3PcodeEmulator,TaintPcodeEmulator,TestMachine
PcodeNonRedundantPowersetOfInterval	class	0	0	
PcodeNonRelationalValueDomain	interface	6	0	PcodeByteBasedConstantPropagation,PcodeInterval,PcodeIntervalLowX86,PcodeParity,PcodeSign,PcodeUpperBounds
PcodeNop	class	0	0	
PcodeOp	class	2	0	PcodeOpAST,PcodeOpRaw
PcodeOpAST	class	0	0	
PcodeOpBank	class	0	0	
PcodeOpEmitter	class	0	0	
PcodeOpEntryVisitor	interface	0	0	
PcodeOpRaw	class	0	0	
PcodeOverride	interface	1	0	InstructionPcodeOverride
PcodeParity	class	0	0	
PcodeParser	class	0	0	
PcodeParserTest	class	0	0	
PcodePentagon	class	1	0	PcodePentagonLowX86
PcodePentagonLowX86	class	0	0	
PcodeProgram	class	2	0	JitPassage,PcodeExpression
PcodeRow	interface	3	0	BranchPcodeRow,FallthroughPcodeRow,OpPcodeRow
PcodeSign	class	0	0	
PcodeStability	class	0	0	
PcodeStateCallbacks	interface	0	0	
PcodeStateInitializer	interface	1	1	X86PcodeStateInitializer
PcodeStaticTypes	class	0	0	
PcodeSyntaxTree	class	2	0	HighFunction,HighParamID
PcodeTaint	class	0	0	
PcodeTernaryExpression	class	0	0	
PcodeTernaryOperator	class	0	0	
PcodeThread	interface	7	0	AuxPcodeThread,BytesPcodeThread,DefaultPcodeThread,JitPcodeThread,ModifiedPcodeThread,SymZ3PcodeThread,TestThread
PcodeThreeLevelTaint	class	0	0	
PcodeTraceAccess	interface	2	0	DefaultPcodeDebuggerAccess,DefaultPcodeTraceAccess
PcodeTraceDataAccess	interface	5	0	DefaultPcodeDebuggerMemoryAccess,DefaultPcodeDebuggerRegistersAccess,DefaultPcodeTraceMemoryAccess,DefaultPcodeTraceRegistersAccess,DefaultPcodeTraceThreadAccess
PcodeTraceMemoryAccess	interface	3	0	DefaultPcodeDebuggerMemoryAccess,DefaultPcodeTraceMemoryAccess,DefaultPcodeTraceThreadAccess
PcodeTracePropertyAccess	interface	2	0	DefaultPcodeDebuggerPropertyAccess,DefaultPcodeTracePropertyAccess
PcodeTraceRegistersAccess	interface	3	0	DefaultPcodeDebuggerRegistersAccess,DefaultPcodeTraceRegistersAccess,DefaultPcodeTraceThreadAccess
PcodeTypeSystem	class	0	0	
PcodeUnaryExpression	class	0	0	
PcodeUnaryOperator	class	0	0	
PcodeUpperBounds	class	0	0	
PcodeUseropLibrary	interface	12	0	ComposedPcodeUseropLibrary,DecoderUseropLibrary,DefaultPcodeUseropLibrary,DemoPcodeUseropLibrary,DemoSyscallLibrary,EmuLinuxAmd64SyscallUseropLibrary,EmuLinuxX86SyscallUseropLibrary,JitDataFlowUseropLibrary,SymZ3LinuxAmd64SyscallLibrary,SymZ3PcodeUseropLibrary,TaintFileReadsLinuxAmd64SyscallLibrary,TaintPcodeUseropLibrary
PcodeUseropLibraryFactory	interface	10	1	Aarch64PcodeUseropLibraryFactory,ArmPcodeUseropLibraryFactory,HexagonPcodeUseropLibraryFactory,M68kPcodeUseropLibraryFactory,MipsPcodeUseropLibraryFactory,PpcPcodeUseropLibraryFactory,TricorePcodeUseropLibraryFactory,TrigPcodeUseropLibraryFactory,X86PcodeUseropLibraryFactory,XtensaPcodeUseropLibraryFactory
PcodeVarargsExpression	class	0	0	
Pdb200	class	0	0	
Pdb400	class	0	0	
Pdb700	class	0	0	
PdbAddressCalculator	class	0	0	
PdbAddressCalculatorTest	class	0	0	
PdbAddressManager	class	0	0	
PdbAnalyzer	class	0	1	
PdbAnalyzerCommon	class	0	0	
PdbApplicator	interface	1	0	DefaultPdbApplicator
PdbApplicatorControl	enum	0	0	
PdbApplicatorMetrics	class	0	0	
PdbApplicatorOptions	class	0	0	
PdbBitField	class	0	0	
PdbByteReader	class	0	0	
PdbByteWriter	class	0	0	
PdbByteWriterReaderTest	class	0	0	
PdbCategories	class	0	0	
PdbDataTypeParser	class	0	0	
PdbDebugInfo	class	2	0	PdbNewDebugInfo,PdbOldDebugInfo
PdbDebugInfoParser	class	0	0	
PdbDeveloperApplyDummyScript	class	0	0	
PdbDeveloperDumpMangledSymbolNamesScript	class	0	0	
PdbDeveloperDumpMangledTypeNamesScript	class	0	0	
PdbDeveloperDumpScript	class	0	0	
PdbDeveloperDumpSetScript	class	0	0	
PdbErrorHandler	class	0	0	
PdbErrorReaderThread	class	0	0	
PdbExamplePrescript	class	0	0	
PdbFactory	class	0	0	
PdbIdentifiers	class	0	0	
PdbInfo	interface	2	0	PdbInfoCodeView,PdbInfoDotNet
PdbInfoCodeView	class	0	0	
PdbInfoDotNet	class	0	0	
PdbKind	enum	0	0	
PdbLog	class	0	0	
PdbMember	class	2	0	DefaultPdbMember,DefaultPdbUniversalMember
PdbNamespaceUtils	class	0	0	
PdbNewDebugInfo	class	0	0	
PdbOldDebugInfo	class	0	0	
PdbParserConstants	class	0	0	
PdbParserTest	class	0	0	
PdbPeHeaderInfoManager	class	0	0	
PdbPlugin	class	0	1	
PdbPrimitiveTypeApplicator	class	0	0	
PdbProgramAttributes	class	0	0	
PdbQuery	class	0	0	
PdbQueryActivator	class	0	0	
PdbQueryCloseAllScript	class	0	0	
PdbQueryCloseScript	class	0	0	
PdbQueryDatatypeScript	class	0	0	
PdbQueryOpenScript	class	0	0	
PdbQuerySymbolScript	class	0	0	
PdbReaderMetrics	class	0	0	
PdbReaderOptions	class	0	0	
PdbReaderUtils	class	0	0	
PdbRegisterNameToProgramRegisterMapper	class	0	0	
PdbResearch	class	0	0	
PdbScreenShots	class	0	0	
PdbSourceLinesApplicator	class	0	0	
PdbStubProgram	class	0	0	
PdbSymbolServerExamplePrescript	class	0	0	
PdbTestUtils	class	0	0	
PdbUniversalAnalyzer	class	0	1	
PdbUtil	class	0	0	
PdbUtils	class	0	0	
PdbVbtManager	class	0	0	
Pe32RelocationFixupHandler	class	0	1	
Pe64RelocationFixupHandler	class	0	1	
PeCoffGroupMsSymbol	class	0	0	
PeCoffGroupSymbolApplier	class	0	0	
PeCoffSectionMsSymbol	class	0	0	
PeCoffSectionSymbolApplier	class	0	0	
PeDataType	class	0	1	
PeLoader	class	1	1	DumpPeShim
PeMarkupable	interface	83	0	ArchitectureDataDirectory,BaseRelocationDataDirectory,BoundImportDataDirectory,COMDescriptorDataDirectory,CliMetadataDirectory,CliMetadataRoot,CliStreamBlob,CliStreamGuid,CliStreamHeader,CliStreamMetadata,CliStreamStrings,CliStreamUserStrings,CliTableAssembly,CliTableAssemblyOS,CliTableAssemblyProcessor,CliTableAssemblyRef,CliTableAssemblyRefOS,CliTableAssemblyRefProcessor,CliTableClassLayout,CliTableConstant,CliTableCustomAttribute,CliTableDeclSecurity,CliTableEvent,CliTableEventMap,CliTableExportedType,CliTableField,CliTableFieldLayout,CliTableFieldMarshall,CliTableFieldRVA,CliTableFile,CliTableGenericParam,CliTableGenericParamConstraint,CliTableImplMap,CliTableInterfaceImpl,CliTableManifestResource,CliTableMemberRef,CliTableMethodDef,CliTableMethodImpl,CliTableMethodSemantics,CliTableMethodSpec
PeRustSourceLanguage	class	0	1	
PeSubsystem	enum	0	0	
PeSwiftSourceLanguage	class	0	1	
PeUtils	class	0	0	
PeekOpenedDomainObject	class	0	0	
PeekableIterator	interface	7	0	DistinctIterator,MergeSortingIterator,OverlappingObjectIterator,TraceViewportSpanIterator,TwoWayBreakdownAddressRangeIterator,UnionAddressRangeIterator,WrappingPeekableIterator
PeekableIterators	enum	0	0	
PefBinaryAnalysisCommand	class	0	1	
PefConstants	class	0	0	
PefDebug	class	0	0	
PefDebugAnalyzer	class	0	1	
PefException	class	0	0	
PefLoader	class	0	1	
PendingFunctionGraphViewSettings	class	0	0	
PercentAnalyzedVTPreconditionValidator	class	0	1	
PercentAnalyzedValidator	class	0	1	
PercentageFilter	class	0	0	
PercentageFilterTest	class	0	0	
Permissions	class	0	0	
PersistentOpenCloseManager	class	0	0	
PersistentOpenCloseManagerTest	class	0	0	
PhaseProgressPanel	class	0	0	
PhiOpGen	enum	0	0	
PhysicalMemoryDescriptor	class	0	0	
PhysicalMemoryRun	class	0	0	
Pic12Analyzer	class	0	1	
Pic16Analyzer	class	0	1	
Pic17c7xxAnalyzer	class	0	1	
Pic18Analyzer	class	0	1	
Pic24DInitAnalyzer	class	0	1	
PicProcessor	class	0	0	
PicSwitchAnalyzer	class	0	1	
PickListener	interface	0	0	
PickProviderDialog	class	0	0	
PickToolDialog	class	0	0	
PinSymbolAction	class	0	0	
PinSymbolCmd	class	0	0	
PinnedSymbolTest	class	0	0	
Pinning	class	0	0	
Pipe	class	0	0	
PkzipRecognizer	class	0	1	
PlaceEmuBreakpointActionItem	record	0	0	
PlaceHolderLine	interface	3	0	EmptyDataTypeLine,EmptyTextLine,EmptyVariableTextLine
PlaceTargetBreakpointActionItem	record	0	0	
PlaceholderInstaller	interface	1	0	DockingWindowManager
PlaceholderManager	class	0	0	
PlaceholderSet	class	0	0	
PlaceholderSetTest	class	0	0	
PlaceholderVirtualBaseTable	class	0	0	
PlaceholderVirtualBaseTableEntry	class	0	0	
PlaceholderVirtualFunctionTable	class	0	0	
PlaceholderVirtualFunctionTableEntry	class	0	0	
PlainPcodeEmulatorTest	class	0	0	
PlateComment	@interface	0	0	
PlateCommentMarkupType	class	0	0	
PlateFieldFactory	class	0	1	
PlateFieldFactoryTest	class	0	0	
PlateFieldLocation	class	0	0	
Platform	enum	0	0	
Playable	interface	2	0	AudioPlayer,ScorePlayer
PluggableServiceRegistry	class	0	0	
PluggableServiceRegistryException	class	0	0	
PluginCategoryNames	interface	0	0	
PluginConfigurationModel	class	0	0	
PluginConstructionException	class	0	0	
PluginDescription	class	0	0	
PluginDetailsPanel	class	0	0	
PluginEvent	class	27	0	ByteBlockChangePluginEvent,CloseProgramPluginEvent,DebuggerPlatformPluginEvent,ExternalProgramLocationPluginEvent,ExternalProgramSelectionPluginEvent,ExternalReferencePluginEvent,FirstTimeAnalyzedPluginEvent,OpenProgramPluginEvent,ProgramActivatedPluginEvent,ProgramClosedPluginEvent,ProgramHighlightPluginEvent,ProgramLocationPluginEvent,ProgramOpenedPluginEvent,ProgramPostActivatedPluginEvent,ProgramSelectionPluginEvent,ProgramVisibilityChangePluginEvent,ProjectPluginEvent,TraceActivatedPluginEvent,TraceClosedPluginEvent,TraceHighlightPluginEvent,TraceInactiveCoordinatesPluginEvent,TraceLocationPluginEvent,TraceOpenedPluginEvent,TraceSelectionPluginEvent,TrackingChangedPluginEvent,TreeSelectionPluginEvent,ViewChangedPluginEvent
PluginEventListener	interface	234	0	AboutProgramPlugin,AnalysisLSHPlugin,ArchivePlugin,AssemblerPlugin,AutoAnalysisPlugin,AutoRenamePlugin,AutoTableDisassemblerPlugin,BSimFeatureVisualizerPlugin,BSimSearchPlugin,BlockModelGraphDisplayListener,BlockModelServicePlugin,BookmarkPlugin,BreakpointTimelinePlugin,BsfvGraphDisplayListener,ByteViewerPlugin,CParserPlugin,CallTreePlugin,CircularPluginA,CircularPluginB,ClearPlugin,ClipboardPlugin,CodeBrowserPlugin,CodeBrowserSelectionPlugin,ColorizingPlugin,CommentWindowPlugin,CommentsPlugin,ComponentInfoPlugin,ComputeChecksumsPlugin,ConsolePlugin,DWARFExternalDebugFilesPlugin,DataGraphPlugin,DataPlugin,DataReferenceGraphDisplayListener,DataTypeArchiveMergeManagerPlugin,DataTypeDecompilerHoverPlugin,DataTypeListingHoverPlugin,DataTypeManagerPlugin,DataTypePreviewPlugin,DataWindowPlugin,DbViewerPlugin
PluginException	class	0	0	
PluginInfo	@interface	0	0	
PluginInstaller	interface	1	0	DefaultPluginInstaller
PluginInstallerDialog	class	0	0	
PluginInstallerTableModel	class	0	0	
PluginManager	class	0	0	
PluginManagerComponent	class	0	0	
PluginManagerTest	class	0	0	
PluginPackage	class	8	1	BsimPluginPackage,CorePluginPackage,DebuggerPluginPackage,DeveloperPluginPackage,ExamplesPluginPackage,MiscellaneousPluginPackage,UtilityPluginPackage,VersionTrackingPluginPackage
PluginPackageState	enum	0	0	
PluginPackagingProvider	interface	1	0	DefaultPluginPackagingProvider
PluginStatus	enum	0	0	
PluginTool	class	6	0	FrontEndTool,GhidraTool,ModalPluginTool,StandAlonePluginTool,TestFrontEndTool,TestTool
PluginToolAccessUtils	class	0	0	
PluginToolMacAboutHandler	class	0	0	
PluginToolMacQuitHandler	class	0	0	
PluginToolUtils	enum	0	0	
PluginUtils	class	0	0	
PluginWithTransientState	interface	5	0	BookmarkPlugin,ByteViewerPlugin,CodeBrowserPlugin,DebuggerMemoryBytesPlugin,ProgramTreePlugin
PluginsConfiguration	class	3	0	ApplicationLevelPluginsConfiguration,DefaultPluginsConfiguration,GhidraPluginsConfiguration
PlusExpressionSolver	class	0	0	
PngDataType	class	0	1	
PngResource	class	0	0	
Point2D	interface	1	0	ImmutablePoint2D
PointInfo	class	0	0	
PointMarkerSet	class	0	0	
Pointer	interface	10	0	Pointer16DataType,Pointer24DataType,Pointer32DataType,Pointer40DataType,Pointer48DataType,Pointer56DataType,Pointer64DataType,Pointer8DataType,PointerDB,PointerDataType
Pointer16DataType	class	0	1	
Pointer16MsType	class	0	0	
Pointer24DataType	class	0	1	
Pointer32DataType	class	0	1	
Pointer40DataType	class	0	1	
Pointer48DataType	class	0	1	
Pointer56DataType	class	0	1	
Pointer64DataType	class	0	1	
Pointer8DataType	class	0	1	
PointerAction	class	0	0	
PointerColumnRenderer	class	0	0	
PointerDB	class	0	0	
PointerDBAdapter	class	3	0	PointerDBAdapterV0,PointerDBAdapterV1,PointerDBAdapterV2
PointerDBAdapterV0	class	0	0	
PointerDBAdapterV1	class	0	0	
PointerDBAdapterV2	class	0	0	
PointerDataType	class	8	1	Pointer16DataType,Pointer24DataType,Pointer32DataType,Pointer40DataType,Pointer48DataType,Pointer56DataType,Pointer64DataType,Pointer8DataType
PointerDataTypeHTMLRepresentation	class	0	0	
PointerMsType	class	0	0	
PointerPullerScript	class	0	0	
PointerSizedIntegerDataType	class	0	1	
PointerType	enum	0	0	
PointerTypeApplier	class	0	0	
PointerTypeSettingsDefinition	class	0	0	
PointerTypedef	class	0	0	
PointerTypedefBuilder	class	0	0	
PointerTypedefDataTypeTest	class	0	0	
PointerTypedefInspector	class	0	0	
PopCountOpGen	enum	0	0	
PopulateBigRepoScript	class	0	0	
PopulateDemoTrace	class	0	0	
PopulateFidDialog	class	0	0	
PopupActionManager	class	0	0	
PopupActionProvider	interface	20	0	BookmarkPlugin,ByteViewerComponent,CharacterFormatModel,CodeViewerProvider,DataTypeManagerPlugin,DebuggerConsoleProvider,DebuggerDisassemblerPlugin,DebuggerListingProvider,DebuggerMemoryByteViewerComponent,DebuggerMemoryBytesProvider,DebuggerMethodActionsPlugin,DebuggerRegistersProvider,DebuggerVariableViewerProvider,FSBComponentProvider,FunctionComparisonProvider,ListingMergePanelProvider,ProgramByteViewerComponentProvider,TraceCallTreeProvider,VTFunctionAssociationProvider,VTMarkupItemsTableProvider
PopupGUIPasswordProvider	class	0	0	
PopupKeyStorePasswordProvider	class	1	0	DefaultClientAuthenticator
PopupMenuContext	class	0	0	
PopupMenuData	class	0	0	
PopupMenuHandler	class	0	0	
PopupRegulator	class	0	0	
PopupSource	interface	0	0	
PopupWindow	class	0	0	
PopupWindowPlacer	class	0	0	
PopupWindowPlacerBuilder	class	0	0	
PopupWindowPlacerTest	class	0	0	
PortSensitiveCategory	interface	0	0	
PortableExecutable	class	0	0	
PortableExecutableAnalyzer	class	0	1	
PortableExecutableBinaryAnalysisCommand	class	0	1	
PortableExecutableRichPrintScript	class	0	0	
Position	class	0	0	
PositionMatchFilter	class	0	0	
PositiveStackEditorEnablementTest	class	0	0	
PositiveStackEditorProviderTest	class	0	0	
PosixC	interface	0	0	
PostAnalysisValidator	class	5	1	DecompilerParameterIDValidator,DecompilerValidator,OffcutReferencesValidator,PercentAnalyzedValidator,RedFlagsValidator
PostCommentFieldFactory	class	0	1	
PostCommentFieldFactoryTest	class	0	0	
PostCommentFieldLocation	class	0	0	
PostCommentMarkupType	class	0	0	
PostRule	interface	1	0	AlignRule
PostgresFunctionDatabase	class	0	0	
PotentialPair	class	0	0	
PowerPC64AssemblyTest	class	0	0	
PowerPC64_ElfExtension	class	0	1	
PowerPC64_ElfRelocationHandler	class	0	1	
PowerPC64_ElfRelocationType	enum	0	0	
PowerPCAddressAnalyzer	class	0	1	
PowerPCDisassembleAction	class	0	0	
PowerPCDisassembleCommand	class	0	0	
PowerPCPrototypeModelTest	class	0	0	
PowerPCVLEAssemblyTest	class	0	0	
PowerPC_CoffRelocationHandler	class	0	1	
PowerPC_ElfExtension	class	0	1	
PowerPC_ElfRelocationContext	class	0	0	
PowerPC_ElfRelocationHandler	class	0	1	
PowerPC_ElfRelocationType	enum	0	0	
PowerPC_MachoRelocationConstants	class	0	0	
PowerPC_MachoRelocationHandler	class	0	1	
PowerShellScriptTraceRmiLaunchOffer	class	0	0	
PowerShellScriptTraceRmiLaunchOpinion	class	0	1	
PpcPcodeUseropLibraryFactory	class	0	1	
PpcPcodeUseropLibraryTest	class	0	0	
PpmdRecognizer	class	0	1	
PreCommentFieldFactory	class	0	1	
PreCommentFieldFactoryTest	class	0	0	
PreCommentMarkupType	class	0	0	
PreFilter	class	0	0	
PreMappedViewToIndexMapper	class	0	0	
PreProcessorTest	class	0	0	
PrebindChecksumCommand	class	0	0	
PreboundDynamicLibraryCommand	class	0	0	
PrecompiledType16MsType	class	0	0	
PrecompiledTypeMsType	class	0	0	
PrecompiledTypeStMsType	class	0	0	
PreconditionsPanel	class	0	0	
PreconditionsStep	class	0	0	
PreferenceState	class	0	0	
Preferences	class	0	0	
PreprocessorDefinitions	interface	3	0	HashMapPreprocessorDefinitionsAdapter,ModuleDefinitionsAdapter,SleighCompilePreprocessorDefinitionsAdapater
PreprocessorException	class	0	0	
PreserveStateWrappingTaskMonitor	class	0	0	
PreservingWhitespaceHandler	class	0	0	
PrettyPrinter	class	0	0	
Preview	interface	2	0	DataTypeComponentPreview,DataTypePreview
PreviewDataTableCellRenderer	class	0	0	
PreviewTable	class	0	0	
PreviewTableCellData	class	0	0	
PreviewTableCellDataTest	class	0	0	
PreviewTableColumn	class	0	1	
PreviewTablePanel	class	0	0	
PreviewTextField	class	1	0	ElidingFilePathTextField
PreviewWindowAction	class	0	0	
PreviousColorRangeAction	class	0	0	
PreviousHighlightedRangeAction	class	0	0	
PreviousHighlightedTokenAction	class	0	0	
PreviousRangeAction	class	3	0	PreviousColorRangeAction,PreviousHighlightedRangeAction,PreviousSelectedRangeAction
PreviousSelectedRangeAction	class	0	0	
PrewarmRequest	class	0	0	
PrimaryDecompilerProvider	class	0	0	
Prime	class	0	0	
PrimitiveExtractor	class	0	0	
PrimitiveField	class	5	0	BooleanField,ByteField,IntField,LongField,ShortField
PrimitiveMsType	class	0	0	
PrimitiveTraceObjectSchema	enum	0	0	
PrimitiveTypeApplier	class	0	0	
PrimitiveTypeListing	class	0	0	
PrintFunctionCallTreesScript	class	0	0	
PrintOptionsDialog	class	0	0	
PrintStructureScript	class	0	0	
PrintingPlugin	class	0	1	
PrintingPluginScreenShots	class	0	0	
PriorityJob	class	12	0	GTreeClearSelectionTask,GTreeClearTreeFilterTask,GTreeCollapseAllTask,GTreeExpandAllTask,GTreeExpandNodeToDepthTask,GTreeExpandPathsTask,GTreeFilterTask,GTreeLoadChildrenTask,GTreeRestoreTreeStateTask,GTreeSelectNodeByNameTask,GTreeSelectPathsTask,GTreeStartEditingTask
PriorityQueue	class	0	0	
PriorityWorker	class	0	0	
PrivateDatabase	class	0	0	
PrivateSaveable	class	5	0	LazyGraphGroupSaveableXML,LazyGraphRegroupSaveableXML,SaveableColor,SaveablePoint,SaveableXML
PrivatelyQueuedListener	class	0	0	
Procedure16MsType	class	0	0	
ProcedureFlags	class	0	0	
ProcedureIdEndMsSymbol	class	0	0	
ProcedureIdEndSymbolApplier	class	0	0	
ProcedureMsType	class	0	0	
ProcedureReferenceMsSymbol	class	0	0	
ProcedureReferenceStMsSymbol	class	0	0	
ProcedureStartMipsSymbolInternals	class	0	0	
ProcedureStartSymbolInternals	class	0	0	
ProcedureTypeApplier	class	0	0	
ProcessConsumer	class	0	0	
ProcessVmCountersStream	class	0	0	
ProcessedPNG	class	0	0	
ProcessorContext	interface	17	0	AssemblyDefaultContext,DBTraceInstruction,DataComponent,DataDB,DecoderExecutor,DisassemblerContextImpl,EmulateDisassemblerContext,InstructionDB,MemLocContext,ProcessorContextImpl,ProgramProcessorContext,PseudoDisassemblerContext,PseudoInstruction,ReadOnlyProcessorContext,SymbolVarnodeContext,VarDefContext,VarnodeContext
ProcessorContextImpl	class	0	0	
ProcessorContextView	interface	17	0	AssemblyDefaultContext,DBTraceInstruction,DataComponent,DataDB,DecoderExecutor,DisassemblerContextImpl,EmulateDisassemblerContext,InstructionDB,MemLocContext,ProcessorContextImpl,ProgramProcessorContext,PseudoDisassemblerContext,PseudoInstruction,ReadOnlyProcessorContext,SymbolVarnodeContext,VarDefContext,VarnodeContext
ProcessorEmulatorTestAdapter	class	108	0	AARCH64_BE_O0_EmulatorTest,AARCH64_BE_O3_EmulatorTest,AARCH64_O0_EmulatorTest,AARCH64_O3_EmulatorTest,ARM10e_O0_EmulatorTest,ARM10e_O3_EmulatorTest,ARM_BE_O0_EmulatorTest,ARM_BE_O3_EmulatorTest,ARM_BE_thumb_O0_EmulatorTest,ARM_BE_thumb_O3_EmulatorTest,ARM_O0_EmulatorTest,ARM_O3_EmulatorTest,ARM_thumb_O0_EmulatorTest,ARM_thumb_O3_EmulatorTest,ARM_v8m_O0_EmulatorTest,ARM_v8m_O3_EmulatorTest,ARMv5_O0_EmulatorTest,ARMv5_O3_EmulatorTest,AVR32_BE_O0_EmulatorTest,AVR32_BE_O3_EmulatorTest,AVR8_31_GCC_O0_EmulatorTest,AVR8_31_GCC_O3_EmulatorTest,AVR8_51_GCC_O0_EmulatorTest,AVR8_51_GCC_O3_EmulatorTest,AVR8_6_GCC_O0_EmulatorTest,AVR8_6_GCC_O3_EmulatorTest,AVR8_xmega_GCC_O0_EmulatorTest,AVR8_xmega_GCC_O3_EmulatorTest,AVX2_O0_EmulatorTest,AVX2_O3_EmulatorTest,CPU32_O0_EmulatorTest,CPU32_O3_EmulatorTest,CR16C_O0_EmulatorTest,CR16C_O3_EmulatorTest,Hexagon_O0_EmulatorTest,Hexagon_O3_EmulatorTest,Loongarch64_O0_EmulatorTest,Loongarch64_O3_EmulatorTest,Loongarch64f_O0_EmulatorTest,Loongarch64f_O3_EmulatorTest
ProcessorInfo	interface	0	0	
ProcessorNotFoundException	class	0	0	
ProcessorProjectDataColumn	class	0	1	
ProcessorStateDialog	class	0	0	
ProcessorSymbolType	enum	0	0	
ProductionModeTag	class	0	0	
ProfileConstants	class	0	0	
ProfileFileSystem	class	0	1	
ProfileGuidedOptimizationDataMsSymbol	class	0	0	
ProfileHeader	class	0	0	
Program	interface	4	0	DBTraceProgramView,DBTraceVariableSnapProgramView,PdbStubProgram,ProgramDB
ProgramActionContext	class	23	0	ByteViewerActionContext,CodeViewerActionContext,ComponentProgramActionContext,DataTypesActionContext,DebuggerListingActionContext,DebuggerMemoryBytesActionContext,DecompilerActionContext,DegSatelliteContext,FunctionGraphEditableVertexLocationActionContext,FunctionGraphEmptyGraphActionContext,FunctionGraphUneditableVertexLocationActionContext,FunctionGraphValidGraphActionContext,FunctionGraphVertexLocationInFullViewModeActionContext,ListingActionContext,NavigatableActionContext,OtherPanelContext,ProgramLocationActionContext,ProgramSymbolActionContext,ProgramTreeActionContext,ReferenceTableContext,SymbolTreeActionContext,VTFunctionAssociationCompareContext,VTListingContext
ProgramActivatedPluginEvent	class	0	0	
ProgramAddressFactory	class	1	0	TraceAddressFactory
ProgramAddressFactoryOverlayTest	class	0	0	
ProgramAddressRelationshipListingHover	class	0	0	
ProgramAddressRelationshipListingHoverPlugin	class	0	1	
ProgramAnnotatedStringHandler	class	0	1	
ProgramArchitecture	interface	5	0	DBTraceGuestPlatform,DBTraceProgramView,DBTraceVariableSnapProgramView,PdbStubProgram,ProgramDB
ProgramArchitectureTranslator	class	0	1	
ProgramArchive	class	0	0	
ProgramArchiveNode	class	0	0	
ProgramAssociatedComponentProviderAdapter	class	2	0	FunctionStartTableProvider,SimilarStartsTableProvider
ProgramBasedDataTypeManager	interface	2	0	DBTraceDataTypeManager,ProgramDataTypeManager
ProgramBasedDataTypeManagerDB	class	2	0	DBTraceDataTypeManager,ProgramDataTypeManager
